"method_group","slope_metric","Analysis scope","QC Scenario","Group 1","Group 2","n1","n2","Median difference","W statistics","p value","p-adjusted value"
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Hothouse",25,25,-0.42429561754133,111,4.8101737683132e-05,0.00048101737683132
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Warmhouse",25,26,-0.415584836784078,131,0.0001331918686924,0.000665959343462
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Transitional",25,32,-0.378065507137329,191,0.000399657391221423,0.00133219130407141
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Hothouse",32,25,-0.133646706937466,246,0.00678329127955739,0.0169582281988935
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Warmhouse",32,26,-0.124935926180214,264,0.00892463574179036,0.0178492714835807
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Coolhouse",25,32,-0.290648910603864,258,0.0114362131502449,0.0190603552504082
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Transitional",32,32,-0.087416596533465,375,0.0334156756663264,0.0477366795233234
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Transitional","Hothouse",32,25,-0.0462301104040012,337,0.157423025664408,0.19677878208051
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Transitional","Warmhouse",32,26,-0.0375193296467492,373,0.25318669243371,0.281318547148567
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Warmhouse","Hothouse",26,25,-0.00871078075725193,303,0.342699092897766,0.342699092897766
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Hothouse",20,14,-0.294470466414766,26,3.56848732393941e-05,0.000356848732393941
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Hothouse",10,14,-0.483954586400257,16,0.000866211185146913,0.00433105592573456
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Transitional","Hothouse",18,14,-0.197993852473704,52,0.00261889160842964,0.00872963869476546
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Warmhouse",20,18,-0.132286066917451,93,0.00572183602115164,0.0143045900528791
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Warmhouse",10,18,-0.321770186902943,40,0.00881393455594786,0.0176278691118957
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Warmhouse","Hothouse",18,14,-0.162184399497314,66,0.0119038590286566,0.019839765047761
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Transitional",10,18,-0.285960733926553,52,0.0360895037944083,0.0515564339920119
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Transitional",20,18,-0.0964766139410611,127,0.0624101504323409,0.0780126880404261
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Coolhouse",10,20,-0.189484119985491,75,0.140548946003707,0.156165495559675
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Transitional","Warmhouse",18,18,-0.0358094529763903,135,0.200896617342761,0.200896617342761
