"method_group","slope_metric","Analysis scope","QC Scenario","Group 1","Group 2","n1","n2","Median difference","W statistics","p value","p-adjusted value"
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Warmhouse",23,25,-0.636233248880734,72,4.55940048531894e-06,4.55940048531894e-05
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Transitional",23,26,-0.45048166684828,125,0.000254668043985827,0.00127334021992913
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Hothouse",23,21,-0.523394105156931,98,0.000389629855650329,0.0012987661855011
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Coolhouse",23,32,-0.378471270395114,192,0.00137414894038533,0.00343537235096331
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Warmhouse",32,25,-0.25776197848562,227,0.00276780800479958,0.00553561600959915
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Transitional","Warmhouse",26,25,-0.185751582032454,226,0.0317296629373653,0.0528827715622755
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Hothouse",32,21,-0.144922834761817,248,0.0557854231325111,0.079693461617873
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Transitional",32,26,-0.0720103964531666,355,0.172092517893986,0.215115647367482
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Transitional","Hothouse",26,21,-0.0729124383086504,234,0.205019799080741,0.227799776756379
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Warmhouse","Hothouse",25,21,0.112839143723803,282,0.670413148256198,0.670413148256198
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Warmhouse",11,14,-0.245621325556334,32,0.0074223127040166,0.0523221374463952
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Hothouse",11,8,-0.313475794708186,16,0.0115814286908744,0.0523221374463952
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Warmhouse",20,14,-0.178299635543377,78,0.0156966412339186,0.0523221374463952
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Transitional",11,14,-0.153801034841148,43,0.0333304247277987,0.0555507078796645
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Hothouse",20,8,-0.246154104695229,40,0.0222811300762667,0.0555507078796645
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Transitional","Warmhouse",14,14,-0.0918202907151858,57,0.0313804887274039,0.0555507078796645
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Transitional","Hothouse",14,8,-0.159674759867037,32,0.0543646824000981,0.0776638320001401
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Coolhouse",11,20,-0.0673216900129566,80,0.111623165733468,0.139528957166835
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Transitional",20,14,-0.0864793448281914,113,0.176883624273783,0.196537360304203
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Warmhouse","Hothouse",14,8,-0.0678544691518517,46,0.258363959231025,0.258363959231025
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Transitional",10,16,-0.512880829160791,19,0.000714743652379733,0.00268178151757818
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Warmhouse",10,11,-0.519283413259778,8,0.000529374258468637,0.00268178151757818
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Hothouse",10,8,-0.741323596133241,4,0.000804534455273455,0.00268178151757818
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coolhouse","Hothouse",20,8,-0.457320905746843,33,0.00902120877669508,0.0225530219417377
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Coolhouse",10,20,-0.284002690386398,50,0.0147138297095537,0.0294276594191073
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coolhouse","Warmhouse",20,11,-0.23528072287338,60,0.0204933765298717,0.0341556275497861
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coolhouse","Transitional",20,16,-0.228878138774394,104,0.0386239250037651,0.0551770357196645
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Transitional","Hothouse",16,8,-0.22844276697245,51,0.221997188011505,0.246663542235005
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Warmhouse","Hothouse",11,8,-0.222040182873463,34,0.2163919605608,0.246663542235005
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Transitional","Warmhouse",16,11,-0.00640258409898659,84,0.431438779712208,0.431438779712208
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coolhouse","Warmhouse",7,5,-0.3581511407344,1,0.00468305581653336,0.026833540257493
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coolhouse","Hothouse",7,4,-0.634673403014241,0,0.0053667080514986,0.026833540257493
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Transitional","Hothouse",6,4,-0.456839685171434,1,0.0125907322022298,0.0419691073407661
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Warmhouse",3,5,-0.54446048639705,0,0.0184442128535249,0.0460285447650532
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Hothouse",3,4,-0.820982748676891,0,0.0259149636089548,0.0460285447650532
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Transitional","Warmhouse",6,5,-0.180317422891593,4,0.0276171268590319,0.0460285447650532
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Transitional",3,6,-0.364143063505456,2,0.0466449780918023,0.0627578087413143
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coolhouse","Transitional",7,6,-0.177833717842807,9,0.0502062469930514,0.0627578087413143
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Coolhouse",3,7,-0.18630934566265,5,0.127225291323168,0.13517207032739
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Warmhouse","Hothouse",5,4,-0.276522262279841,5,0.13517207032739,0.13517207032739
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Transitional",3,7,-0.835326958991023,1,0.0201193385598797,0.0670644618662657
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Warmhouse",3,6,-0.607005850588313,0,0.0140929010739537,0.0670644618662657
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Hothouse",3,6,-0.661832031632381,0,0.0140929010739537,0.0670644618662657
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Coolhouse",3,5,-0.399490297849229,2,0.0680185640570718,0.17004641014268
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coolhouse","Transitional",5,7,-0.435836661141794,13,0.257975848179274,0.462912048670819
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coolhouse","Warmhouse",5,6,-0.207515552739084,12,0.324038434069573,0.462912048670819
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coolhouse","Hothouse",5,6,-0.262341733783152,12,0.324038434069573,0.462912048670819
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Warmhouse","Hothouse",6,6,-0.0548261810440684,16,0.405090618205237,0.506363272756546
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Transitional","Warmhouse",7,6,0.22832110840271,26,0.783982553997496,0.783982553997496
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Transitional","Hothouse",7,6,0.173494927358641,26,0.783982553997496,0.783982553997496
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Warmhouse",2,3,-0.697756373744892,0,0.0744573365893828,0.148914673178766
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Hothouse",2,3,-0.882986044854066,0,0.0744573365893828,0.148914673178766
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Transitional","Warmhouse",2,3,-0.314089912218947,0,0.0744573365893828,0.148914673178766
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Transitional",2,2,-0.383666461525945,0,0.122639058403386,0.18395858760508
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Transitional","Hothouse",2,3,-0.499319583328121,1,0.193238115385616,0.23188573846274
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Warmhouse","Hothouse",3,3,-0.185229671109174,3,0.331260291770029,0.331260291770029
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Coolhouse",2,0,NA,NA,NA,NA
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coolhouse","Transitional",0,2,NA,NA,NA,NA
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coolhouse","Warmhouse",0,3,NA,NA,NA,NA
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coolhouse","Hothouse",0,3,NA,NA,NA,NA
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Warmhouse",21,23,-0.642087838512754,53,4.99431121805758e-06,4.99431121805758e-05
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Hothouse",21,20,-0.818534433627218,54,2.49862961010882e-05,0.000124931480505441
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Transitional",21,24,-0.394025358125172,92,0.000142398078010995,0.00047466026003665
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Coolhouse",21,31,-0.323525292743884,164,0.00133870618211259,0.00334676545528148
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coolhouse","Hothouse",31,20,-0.495009140883334,178,0.00559049770344753,0.0111809954068951
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coolhouse","Warmhouse",31,23,-0.31856254576887,215,0.00682176529359226,0.0113696088226538
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Transitional","Hothouse",24,20,-0.424509075502045,155,0.0232028646555064,0.0331469495078663
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Transitional","Warmhouse",24,23,-0.248062480387582,208,0.0754307127931477,0.0942883909914346
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Warmhouse","Hothouse",23,20,-0.176446595114463,186,0.144756210494695,0.160840233882995
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coolhouse","Transitional",31,24,-0.0705000653812886,322,0.20043464301699,0.20043464301699
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Hothouse",8,7,-0.57234860853031,0,0.000730030958121123,0.00641321413044425
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coolhouse","Hothouse",19,7,-0.295482070467286,16,0.00192396423913328,0.00641321413044425
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Transitional","Hothouse",12,7,-0.272216780242224,6,0.00134857968317303,0.00641321413044425
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Warmhouse",8,13,-0.542115110352345,15,0.004104446970175,0.0102611174254375
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Transitional",8,12,-0.300131828288085,17,0.00930816017782372,0.0186163203556474
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Coolhouse",8,19,-0.276866538063024,40,0.0297129230796115,0.0495215384660192
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coolhouse","Warmhouse",19,13,-0.265248572289322,78,0.0421176360711412,0.0601680515302017
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Transitional","Warmhouse",12,13,-0.24198328206426,47,0.0485597808417014,0.0606997260521267
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Warmhouse","Hothouse",13,7,-0.0302334981779641,27,0.0768805054174542,0.0854227837971714
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coolhouse","Transitional",19,12,-0.0232652902250614,97,0.25169563736771,0.25169563736771
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Transitional",9,15,-0.371876141179488,15,0.000965381088355144,0.00357140456817268
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Warmhouse",9,11,-0.588360489373538,7,0.000709161277302617,0.00357140456817268
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Hothouse",9,7,-0.809271859213034,2,0.0010714213704518,0.00357140456817268
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coolhouse","Hothouse",18,7,-0.576017968951442,27,0.0158347373058193,0.0395868432645484
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coolhouse","Warmhouse",18,11,-0.355106599111946,54,0.0227433159827524,0.0454866319655049
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Coolhouse",9,18,-0.233253890261592,49,0.0525962525600207,0.0876604209333679
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coolhouse","Transitional",18,15,-0.138622250917896,92,0.0621967804476167,0.0888525434965953
