"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","method_group","slope_metric","quantile","slope_filter_id","slope_qc_type","slope_occurrence_min","slope_collection_min","slope_mean","slope_sd","n_resamples_valid","prop_negative","prop_positive","k_sample"
0.00585,"Holocene","Northern",-0.767651121929696,74.6969792417635,0.555079459984892,-2.30879877160058,0.773496527741192,0.238864771303746,0.32347530275674,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
0.00585,"Holocene","Southern",-0.0209060860604401,33.3278000346358,0.528493567731266,-2.2948303779144,2.25301820579352,0.972039289834738,0.000781801312945809,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Northern",-0.697835320784281,55.0184126329987,0.195919647020764,-1.17723342695153,-0.218437214617035,0.0119006426078495,0.678916645464762,8,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Southern",-0.343739140724095,30.3977190188038,0.207192820750996,-0.876345242220857,0.188866960772666,0.158005714515267,0.355036867852557,7,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Northern",-0.642223865449159,67.2476711565775,0.393472288616947,-1.65367658339413,0.369228852495814,0.163566669453647,0.347604573096433,7,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Southern",-1.01320584389569,52.5872714269953,0.758526737407516,-4.2768829811901,2.25047129339871,0.313346904271177,0.471492473873977,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Northern",-0.454170961311663,53.3195000422775,0.365905526874718,-1.31940004395146,0.41105812132813,0.254501502303897,0.180389161526458,9,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Southern",-0.321892280386851,26.5448809953949,0.293560097772018,-1.25613152892013,0.612346968146433,0.35298740883001,0.286111919899409,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
6.2895,"Messinian","Northern",-2.16259761017403,113.008976146858,0.287575022493022,-3.07778967799882,-1.24740554234923,0.00487325637487488,0.949623984147662,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
9.438,"Tortonian","Northern",-0.542365185878311,53.0078792241883,0.246370662695346,-1.14521248020199,0.0604821084453694,0.0699652382355414,0.446813307701534,8,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
