"bin_midpoint","hemisphere","stage","n_cells","n_valid_lat_bins","min_abs_lat_bin_mid","max_abs_lat_bin_mid","lat_range_diagnostic","has_tropical","has_temperate","has_polar","sum_nT","mean_nT","median_nT","min_nT","max_nT","has_adjacent_tt","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","pass_tropical","pass_temperate","pass_polar","pass_adjacent_tt","pass_n_lat_bins","label","color","slope_filter_id","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","require_tropical","require_temperate","require_polar","require_adjacent_tt","require_min_lat_bins"
0.00585,"Northern","Holocene",14,7,9.609479,76.366978,66.757499,TRUE,TRUE,TRUE,1078,77,40,16,424,TRUE,0,4,1.55555555555556,1,0.915428972712593,0,0.285714285714286,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
1.29585,"Northern","Pleistocene",50,9,3.189685,76.366978,73.177293,TRUE,TRUE,TRUE,18257,365.14,118.5,6,5746,TRUE,1,14,5.55555555555556,5,0.703562363973514,0.18,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
3.09,"Northern","Piacenzian",20,8,9.609479,76.366978,66.757499,TRUE,TRUE,TRUE,6763,338.15,245,5,1228,TRUE,0,9,2.22222222222222,1,1.24824877328199,0,0.45,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
4.4665,"Northern","Zanclean",34,9,3.189685,76.366978,73.177293,TRUE,TRUE,TRUE,7381,217.088235294118,114.5,5,961,TRUE,1,8,3.77777777777778,3,0.658816964253004,0.264705882352941,0.235294117647059,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
6.2895,"Northern","Messinian",10,5,9.609479,46.433937,36.824458,TRUE,TRUE,FALSE,4045,404.5,237,14,1873,TRUE,0,4,1.11111111111111,1,1.22780291578087,0,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
9.438,"Northern","Tortonian",29,9,3.189685,76.366978,73.177293,TRUE,TRUE,TRUE,10358,357.172413793103,110,5,4595,TRUE,1,6,3.22222222222222,4,0.690086072282396,0.310344827586207,0.206896551724138,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
12.725,"Northern","Serravallian",31,7,9.609479,56.895757,47.286278,TRUE,TRUE,FALSE,8048,259.612903225806,75,6,2628,TRUE,0,8,3.44444444444444,3,0.847810425867834,0,0.258064516129032,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
14.9,"Northern","Langhian",13,6,9.609479,56.895757,47.286278,TRUE,TRUE,FALSE,2273,174.846153846154,81,5,975,TRUE,0,5,1.44444444444444,1,1.15384615384615,0,0.384615384615385,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
18.215,"Northern","Burdigalian",40,8,3.189685,56.895757,53.706072,TRUE,TRUE,FALSE,9291,232.275,98.5,7,1618,TRUE,0,9,4.44444444444444,4,0.666614581298669,0,0.225,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
21.745,"Northern","Aquitanian",6,4,9.609479,46.433937,36.824458,TRUE,TRUE,FALSE,539,89.8333333333333,40,5,361,TRUE,0,3,0.666666666666667,0,1.5,0,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
25.17,"Northern","Chattian",24,6,9.609479,56.895757,47.286278,TRUE,TRUE,FALSE,3432,143,119,13,676,TRUE,0,6,2.66666666666667,2,0.956066158798647,0,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
30.6,"Northern","Rupelian",27,7,9.609479,56.895757,47.286278,TRUE,TRUE,FALSE,6830,252.962962962963,87,5,2738,TRUE,0,7,3,3,0.881917103688197,0,0.259259259259259,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
35.805,"Northern","Priabonian",24,6,9.609479,46.433937,36.824458,TRUE,TRUE,FALSE,4516,188.166666666667,144.5,6,702,TRUE,0,8,2.66666666666667,1,1.15582762555668,0,0.333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
39.37,"Northern","Bartonian",26,6,16.155405,56.895757,40.740352,TRUE,TRUE,FALSE,10479,403.038461538462,81.5,5,3444,TRUE,0,8,2.88888888888889,2,1.07313895602336,0,0.307692307692308,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
44.55,"Northern","Lutetian",31,8,3.189685,56.895757,53.706072,TRUE,TRUE,FALSE,7720,249.032258064516,66,13,1622,TRUE,0,12,3.44444444444444,3,1.03778760917067,0,0.387096774193548,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
52.035,"Northern","Ypresian",20,6,3.189685,56.895757,53.706072,TRUE,TRUE,FALSE,5798,289.9,138.5,5,1152,TRUE,0,10,2.22222222222222,1,1.4543039572249,0,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
57.62,"Northern","Thanetian",12,4,30.068394,76.366978,46.298584,FALSE,TRUE,TRUE,2075,172.916666666667,71,11,669,TRUE,0,7,1.33333333333333,0,1.71846588560844,0,0.583333333333333,FALSE,TRUE,TRUE,TRUE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
