"bin_midpoint","hemisphere","stage","n_cells","n_valid_lat_bins","min_abs_lat_bin_mid","max_abs_lat_bin_mid","lat_range_diagnostic","has_tropical","has_temperate","has_polar","sum_nT","mean_nT","median_nT","min_nT","max_nT","has_adjacent_tt","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","pass_tropical","pass_temperate","pass_polar","pass_adjacent_tt","pass_n_lat_bins","label","color","slope_filter_id","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","require_tropical","require_temperate","require_polar","require_adjacent_tt","require_min_lat_bins"
0.00585,"Northern","Holocene",17,8,9.609479,76.366978,66.757499,TRUE,TRUE,TRUE,1250,73.5294117647059,34,11,365,TRUE,0,4,1.88888888888889,2,0.617647058823529,0,0.235294117647059,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
1.29585,"Northern","Pleistocene",70,9,3.189685,76.366978,73.177293,TRUE,TRUE,TRUE,14821,211.728571428571,97.5,7,2129,TRUE,1,16,7.77777777777778,6,0.625846365707581,0.128571428571429,0.228571428571429,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
3.09,"Northern","Piacenzian",24,8,9.609479,76.366978,66.757499,TRUE,TRUE,TRUE,6968,290.333333333333,152.5,9,1309,TRUE,0,10,2.66666666666667,1,1.1709371246997,0,0.416666666666667,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
4.4665,"Northern","Zanclean",41,9,3.189685,76.366978,73.177293,TRUE,TRUE,TRUE,6893,168.121951219512,76,5,1162,TRUE,2,10,4.55555555555556,3,0.668621959115746,0.439024390243902,0.24390243902439,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
6.2895,"Northern","Messinian",10,6,9.609479,46.433937,36.824458,TRUE,TRUE,FALSE,4352,435.2,150,9,2298,TRUE,0,4,1.11111111111111,1,1.14236596587959,0,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
9.438,"Northern","Tortonian",39,9,3.189685,76.366978,73.177293,TRUE,TRUE,TRUE,10996,281.948717948718,89,8,4608,TRUE,1,11,4.33333333333333,4,0.782576536514454,0.230769230769231,0.282051282051282,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
12.725,"Northern","Serravallian",39,7,9.609479,56.895757,47.286278,TRUE,TRUE,FALSE,8851,226.948717948718,81,6,2716,TRUE,0,13,4.33333333333333,3,1.02556089430564,0,0.333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
14.9,"Northern","Langhian",17,6,9.609479,56.895757,47.286278,TRUE,TRUE,FALSE,2410,141.764705882353,79,7,978,TRUE,0,7,1.88888888888889,1,1.30874090948747,0,0.411764705882353,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
18.215,"Northern","Burdigalian",43,8,3.189685,56.895757,53.706072,TRUE,TRUE,FALSE,9134,212.418604651163,72,6,1889,TRUE,0,12,4.77777777777778,5,0.738349203087793,0,0.27906976744186,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
21.745,"Northern","Aquitanian",7,3,9.609479,46.433937,36.824458,TRUE,TRUE,FALSE,620,88.5714285714286,39,5,392,TRUE,0,3,0.777777777777778,0,1.67362493055143,0,0.428571428571429,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
