"method_group","slope_metric","qc_name","hemisphere","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","n_total_stage_hemi","n_with_slope","n_good","n_good_with_slope","prop_good_with_slope"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k2_tropical_temperate","Southern","collection",NA,5,2,"tropical_temperate",87,82,34,34,0.390804597701149
"per_cell_all_cells_OLS","all_cells_slope","collection5_k2_tropical_temperate_polar","Northern","collection",NA,5,2,"tropical_temperate_polar",87,80,22,22,0.252873563218391
"per_cell_all_cells_OLS","all_cells_slope","collection5_k2_tropical_temperate_polar","Southern","collection",NA,5,2,"tropical_temperate_polar",87,82,16,16,0.183908045977011
"per_cell_all_cells_OLS","all_cells_slope","collection5_k3_tropical_temperate","Northern","collection",NA,5,3,"tropical_temperate",87,80,30,30,0.344827586206897
"per_cell_all_cells_OLS","all_cells_slope","collection5_k3_tropical_temperate","Southern","collection",NA,5,3,"tropical_temperate",87,82,17,17,0.195402298850575
"per_cell_all_cells_OLS","all_cells_slope","collection5_k3_tropical_temperate_polar","Northern","collection",NA,5,3,"tropical_temperate_polar",87,80,11,11,0.126436781609195
"per_cell_all_cells_OLS","all_cells_slope","collection5_k3_tropical_temperate_polar","Southern","collection",NA,5,3,"tropical_temperate_polar",87,82,7,7,0.0804597701149425
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Northern","occurrence",10,NA,1,"tropical_temperate",87,82,69,69,0.793103448275862
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","Southern","occurrence",10,NA,1,"tropical_temperate",87,83,66,66,0.758620689655172
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Northern","occurrence",10,NA,1,"tropical_temperate_polar",87,82,35,35,0.402298850574713
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","Southern","occurrence",10,NA,1,"tropical_temperate_polar",87,83,36,36,0.413793103448276
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Northern","occurrence",10,NA,2,"tropical_temperate",87,82,47,47,0.540229885057471
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate","Southern","occurrence",10,NA,2,"tropical_temperate",87,83,37,37,0.425287356321839
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Northern","occurrence",10,NA,2,"tropical_temperate_polar",87,82,21,21,0.241379310344828
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k2_tropical_temperate_polar","Southern","occurrence",10,NA,2,"tropical_temperate_polar",87,83,15,15,0.172413793103448
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate","Northern","occurrence",10,NA,3,"tropical_temperate",87,82,28,28,0.32183908045977
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate","Southern","occurrence",10,NA,3,"tropical_temperate",87,83,20,20,0.229885057471264
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate_polar","Northern","occurrence",10,NA,3,"tropical_temperate_polar",87,82,8,8,0.0919540229885057
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k3_tropical_temperate_polar","Southern","occurrence",10,NA,3,"tropical_temperate_polar",87,83,9,9,0.103448275862069
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate","Northern","occurrence",5,NA,1,"tropical_temperate",87,84,71,71,0.816091954022989
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate","Southern","occurrence",5,NA,1,"tropical_temperate",87,83,69,69,0.793103448275862
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Northern","occurrence",5,NA,1,"tropical_temperate_polar",87,84,39,39,0.448275862068966
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Southern","occurrence",5,NA,1,"tropical_temperate_polar",87,83,41,41,0.471264367816092
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Northern","occurrence",5,NA,2,"tropical_temperate",87,84,55,55,0.632183908045977
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Southern","occurrence",5,NA,2,"tropical_temperate",87,83,45,45,0.517241379310345
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Northern","occurrence",5,NA,2,"tropical_temperate_polar",87,84,28,28,0.32183908045977
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Southern","occurrence",5,NA,2,"tropical_temperate_polar",87,83,20,20,0.229885057471264
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Northern","occurrence",5,NA,3,"tropical_temperate",87,84,33,33,0.379310344827586
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate","Southern","occurrence",5,NA,3,"tropical_temperate",87,83,24,24,0.275862068965517
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Northern","occurrence",5,NA,3,"tropical_temperate_polar",87,84,14,14,0.160919540229885
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k3_tropical_temperate_polar","Southern","occurrence",5,NA,3,"tropical_temperate_polar",87,83,10,10,0.114942528735632
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k1_tropical_temperate","Northern","collection",NA,10,1,"tropical_temperate",87,68,60,60,0.689655172413793
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k1_tropical_temperate","Southern","collection",NA,10,1,"tropical_temperate",87,66,46,46,0.528735632183908
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k1_tropical_temperate_polar","Northern","collection",NA,10,1,"tropical_temperate_polar",87,68,25,25,0.28735632183908
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k1_tropical_temperate_polar","Southern","collection",NA,10,1,"tropical_temperate_polar",87,66,21,21,0.241379310344828
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k2_tropical_temperate","Northern","collection",NA,10,2,"tropical_temperate",87,68,34,34,0.390804597701149
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k2_tropical_temperate","Southern","collection",NA,10,2,"tropical_temperate",87,66,25,25,0.28735632183908
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k2_tropical_temperate_polar","Northern","collection",NA,10,2,"tropical_temperate_polar",87,68,12,12,0.137931034482759
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k2_tropical_temperate_polar","Southern","collection",NA,10,2,"tropical_temperate_polar",87,66,10,10,0.114942528735632
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k3_tropical_temperate","Northern","collection",NA,10,3,"tropical_temperate",87,68,17,17,0.195402298850575
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k3_tropical_temperate","Southern","collection",NA,10,3,"tropical_temperate",87,66,8,8,0.0919540229885057
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k3_tropical_temperate_polar","Northern","collection",NA,10,3,"tropical_temperate_polar",87,68,4,4,0.0459770114942529
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection10_k3_tropical_temperate_polar","Southern","collection",NA,10,3,"tropical_temperate_polar",87,66,2,2,0.0229885057471264
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k1_tropical_temperate","Northern","collection",NA,5,1,"tropical_temperate",87,73,66,66,0.758620689655172
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k1_tropical_temperate","Southern","collection",NA,5,1,"tropical_temperate",87,77,66,66,0.758620689655172
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k1_tropical_temperate_polar","Northern","collection",NA,5,1,"tropical_temperate_polar",87,73,36,36,0.413793103448276
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k1_tropical_temperate_polar","Southern","collection",NA,5,1,"tropical_temperate_polar",87,77,36,36,0.413793103448276
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k2_tropical_temperate","Northern","collection",NA,5,2,"tropical_temperate",87,73,46,46,0.528735632183908
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k2_tropical_temperate","Southern","collection",NA,5,2,"tropical_temperate",87,77,34,34,0.390804597701149
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k2_tropical_temperate_polar","Northern","collection",NA,5,2,"tropical_temperate_polar",87,73,22,22,0.252873563218391
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k2_tropical_temperate_polar","Southern","collection",NA,5,2,"tropical_temperate_polar",87,77,16,16,0.183908045977011
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k3_tropical_temperate","Northern","collection",NA,5,3,"tropical_temperate",87,73,30,30,0.344827586206897
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k3_tropical_temperate","Southern","collection",NA,5,3,"tropical_temperate",87,77,17,17,0.195402298850575
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k3_tropical_temperate_polar","Northern","collection",NA,5,3,"tropical_temperate_polar",87,73,11,11,0.126436781609195
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k3_tropical_temperate_polar","Southern","collection",NA,5,3,"tropical_temperate_polar",87,77,7,7,0.0804597701149425
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k1_tropical_temperate","Northern","occurrence",10,NA,1,"tropical_temperate",87,77,69,69,0.793103448275862
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k1_tropical_temperate","Southern","occurrence",10,NA,1,"tropical_temperate",87,80,66,66,0.758620689655172
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k1_tropical_temperate_polar","Northern","occurrence",10,NA,1,"tropical_temperate_polar",87,77,35,35,0.402298850574713
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k1_tropical_temperate_polar","Southern","occurrence",10,NA,1,"tropical_temperate_polar",87,80,36,36,0.413793103448276
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k2_tropical_temperate","Northern","occurrence",10,NA,2,"tropical_temperate",87,77,47,47,0.540229885057471
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k2_tropical_temperate","Southern","occurrence",10,NA,2,"tropical_temperate",87,80,37,37,0.425287356321839
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k2_tropical_temperate_polar","Northern","occurrence",10,NA,2,"tropical_temperate_polar",87,77,21,21,0.241379310344828
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k2_tropical_temperate_polar","Southern","occurrence",10,NA,2,"tropical_temperate_polar",87,80,15,15,0.172413793103448
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate","Northern","occurrence",10,NA,3,"tropical_temperate",87,77,28,28,0.32183908045977
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate","Southern","occurrence",10,NA,3,"tropical_temperate",87,80,20,20,0.229885057471264
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate_polar","Northern","occurrence",10,NA,3,"tropical_temperate_polar",87,77,8,8,0.0919540229885057
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k3_tropical_temperate_polar","Southern","occurrence",10,NA,3,"tropical_temperate_polar",87,80,9,9,0.103448275862069
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate","Northern","occurrence",5,NA,1,"tropical_temperate",87,78,71,71,0.816091954022989
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate","Southern","occurrence",5,NA,1,"tropical_temperate",87,82,69,69,0.793103448275862
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate_polar","Northern","occurrence",5,NA,1,"tropical_temperate_polar",87,78,39,39,0.448275862068966
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate_polar","Southern","occurrence",5,NA,1,"tropical_temperate_polar",87,82,41,41,0.471264367816092
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate","Northern","occurrence",5,NA,2,"tropical_temperate",87,78,55,55,0.632183908045977
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate","Southern","occurrence",5,NA,2,"tropical_temperate",87,82,45,45,0.517241379310345
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate_polar","Northern","occurrence",5,NA,2,"tropical_temperate_polar",87,78,28,28,0.32183908045977
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k2_tropical_temperate_polar","Southern","occurrence",5,NA,2,"tropical_temperate_polar",87,82,20,20,0.229885057471264
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate","Northern","occurrence",5,NA,3,"tropical_temperate",87,78,33,33,0.379310344827586
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate","Southern","occurrence",5,NA,3,"tropical_temperate",87,82,24,24,0.275862068965517
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate_polar","Northern","occurrence",5,NA,3,"tropical_temperate_polar",87,78,14,14,0.160919540229885
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k3_tropical_temperate_polar","Southern","occurrence",5,NA,3,"tropical_temperate_polar",87,82,10,10,0.114942528735632
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate","Northern","collection",NA,10,1,"tropical_temperate",87,67,60,60,0.689655172413793
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate","Southern","collection",NA,10,1,"tropical_temperate",87,65,46,46,0.528735632183908
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate_polar","Northern","collection",NA,10,1,"tropical_temperate_polar",87,67,25,25,0.28735632183908
"percentile_latbin_OLS","q50","collection10_k1_tropical_temperate_polar","Southern","collection",NA,10,1,"tropical_temperate_polar",87,65,21,21,0.241379310344828
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate","Northern","collection",NA,10,2,"tropical_temperate",87,67,34,34,0.390804597701149
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate","Southern","collection",NA,10,2,"tropical_temperate",87,65,25,25,0.28735632183908
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate_polar","Northern","collection",NA,10,2,"tropical_temperate_polar",87,67,12,12,0.137931034482759
"percentile_latbin_OLS","q50","collection10_k2_tropical_temperate_polar","Southern","collection",NA,10,2,"tropical_temperate_polar",87,65,10,10,0.114942528735632
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate","Northern","collection",NA,10,3,"tropical_temperate",87,67,17,17,0.195402298850575
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate","Southern","collection",NA,10,3,"tropical_temperate",87,65,8,8,0.0919540229885057
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate_polar","Northern","collection",NA,10,3,"tropical_temperate_polar",87,67,4,4,0.0459770114942529
"percentile_latbin_OLS","q50","collection10_k3_tropical_temperate_polar","Southern","collection",NA,10,3,"tropical_temperate_polar",87,65,2,2,0.0229885057471264
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate","Northern","collection",NA,5,1,"tropical_temperate",87,73,66,66,0.758620689655172
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate","Southern","collection",NA,5,1,"tropical_temperate",87,74,66,66,0.758620689655172
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate_polar","Northern","collection",NA,5,1,"tropical_temperate_polar",87,73,36,36,0.413793103448276
"percentile_latbin_OLS","q50","collection5_k1_tropical_temperate_polar","Southern","collection",NA,5,1,"tropical_temperate_polar",87,74,36,36,0.413793103448276
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate","Northern","collection",NA,5,2,"tropical_temperate",87,73,46,46,0.528735632183908
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate","Southern","collection",NA,5,2,"tropical_temperate",87,74,34,34,0.390804597701149
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate_polar","Northern","collection",NA,5,2,"tropical_temperate_polar",87,73,22,22,0.252873563218391
"percentile_latbin_OLS","q50","collection5_k2_tropical_temperate_polar","Southern","collection",NA,5,2,"tropical_temperate_polar",87,74,16,16,0.183908045977011
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate","Northern","collection",NA,5,3,"tropical_temperate",87,73,30,30,0.344827586206897
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate","Southern","collection",NA,5,3,"tropical_temperate",87,74,17,17,0.195402298850575
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate_polar","Northern","collection",NA,5,3,"tropical_temperate_polar",87,73,11,11,0.126436781609195
"percentile_latbin_OLS","q50","collection5_k3_tropical_temperate_polar","Southern","collection",NA,5,3,"tropical_temperate_polar",87,74,7,7,0.0804597701149425
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate","Northern","occurrence",10,NA,1,"tropical_temperate",87,75,69,69,0.793103448275862
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate","Southern","occurrence",10,NA,1,"tropical_temperate",87,76,66,66,0.758620689655172
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate_polar","Northern","occurrence",10,NA,1,"tropical_temperate_polar",87,75,35,35,0.402298850574713
"percentile_latbin_OLS","q50","occurrence10_k1_tropical_temperate_polar","Southern","occurrence",10,NA,1,"tropical_temperate_polar",87,76,36,36,0.413793103448276
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate","Northern","occurrence",10,NA,2,"tropical_temperate",87,75,47,47,0.540229885057471
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate","Southern","occurrence",10,NA,2,"tropical_temperate",87,76,37,37,0.425287356321839
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate_polar","Northern","occurrence",10,NA,2,"tropical_temperate_polar",87,75,21,21,0.241379310344828
"percentile_latbin_OLS","q50","occurrence10_k2_tropical_temperate_polar","Southern","occurrence",10,NA,2,"tropical_temperate_polar",87,76,15,15,0.172413793103448
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate","Northern","occurrence",10,NA,3,"tropical_temperate",87,75,28,28,0.32183908045977
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate","Southern","occurrence",10,NA,3,"tropical_temperate",87,76,20,20,0.229885057471264
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate_polar","Northern","occurrence",10,NA,3,"tropical_temperate_polar",87,75,8,8,0.0919540229885057
"percentile_latbin_OLS","q50","occurrence10_k3_tropical_temperate_polar","Southern","occurrence",10,NA,3,"tropical_temperate_polar",87,76,9,9,0.103448275862069
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate","Northern","occurrence",5,NA,1,"tropical_temperate",87,77,71,71,0.816091954022989
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate","Southern","occurrence",5,NA,1,"tropical_temperate",87,79,69,69,0.793103448275862
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate_polar","Northern","occurrence",5,NA,1,"tropical_temperate_polar",87,77,39,39,0.448275862068966
"percentile_latbin_OLS","q50","occurrence5_k1_tropical_temperate_polar","Southern","occurrence",5,NA,1,"tropical_temperate_polar",87,79,41,41,0.471264367816092
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate","Northern","occurrence",5,NA,2,"tropical_temperate",87,77,55,55,0.632183908045977
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate","Southern","occurrence",5,NA,2,"tropical_temperate",87,79,45,45,0.517241379310345
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate_polar","Northern","occurrence",5,NA,2,"tropical_temperate_polar",87,77,28,28,0.32183908045977
"percentile_latbin_OLS","q50","occurrence5_k2_tropical_temperate_polar","Southern","occurrence",5,NA,2,"tropical_temperate_polar",87,79,20,20,0.229885057471264
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate","Northern","occurrence",5,NA,3,"tropical_temperate",87,77,33,33,0.379310344827586
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate","Southern","occurrence",5,NA,3,"tropical_temperate",87,79,24,24,0.275862068965517
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate_polar","Northern","occurrence",5,NA,3,"tropical_temperate_polar",87,77,14,14,0.160919540229885
"percentile_latbin_OLS","q50","occurrence5_k3_tropical_temperate_polar","Southern","occurrence",5,NA,3,"tropical_temperate_polar",87,79,10,10,0.114942528735632
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate","Northern","collection",NA,10,1,"tropical_temperate",87,67,60,60,0.689655172413793
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate","Southern","collection",NA,10,1,"tropical_temperate",87,65,46,46,0.528735632183908
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate_polar","Northern","collection",NA,10,1,"tropical_temperate_polar",87,67,25,25,0.28735632183908
"percentile_latbin_OLS","q60","collection10_k1_tropical_temperate_polar","Southern","collection",NA,10,1,"tropical_temperate_polar",87,65,21,21,0.241379310344828
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate","Northern","collection",NA,10,2,"tropical_temperate",87,67,34,34,0.390804597701149
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate","Southern","collection",NA,10,2,"tropical_temperate",87,65,25,25,0.28735632183908
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate_polar","Northern","collection",NA,10,2,"tropical_temperate_polar",87,67,12,12,0.137931034482759
"percentile_latbin_OLS","q60","collection10_k2_tropical_temperate_polar","Southern","collection",NA,10,2,"tropical_temperate_polar",87,65,10,10,0.114942528735632
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate","Northern","collection",NA,10,3,"tropical_temperate",87,67,17,17,0.195402298850575
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate","Southern","collection",NA,10,3,"tropical_temperate",87,65,8,8,0.0919540229885057
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate_polar","Northern","collection",NA,10,3,"tropical_temperate_polar",87,67,4,4,0.0459770114942529
"percentile_latbin_OLS","q60","collection10_k3_tropical_temperate_polar","Southern","collection",NA,10,3,"tropical_temperate_polar",87,65,2,2,0.0229885057471264
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate","Northern","collection",NA,5,1,"tropical_temperate",87,73,66,66,0.758620689655172
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate","Southern","collection",NA,5,1,"tropical_temperate",87,74,66,66,0.758620689655172
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate_polar","Northern","collection",NA,5,1,"tropical_temperate_polar",87,73,36,36,0.413793103448276
"percentile_latbin_OLS","q60","collection5_k1_tropical_temperate_polar","Southern","collection",NA,5,1,"tropical_temperate_polar",87,74,36,36,0.413793103448276
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate","Northern","collection",NA,5,2,"tropical_temperate",87,73,46,46,0.528735632183908
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate","Southern","collection",NA,5,2,"tropical_temperate",87,74,34,34,0.390804597701149
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate_polar","Northern","collection",NA,5,2,"tropical_temperate_polar",87,73,22,22,0.252873563218391
"percentile_latbin_OLS","q60","collection5_k2_tropical_temperate_polar","Southern","collection",NA,5,2,"tropical_temperate_polar",87,74,16,16,0.183908045977011
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate","Northern","collection",NA,5,3,"tropical_temperate",87,73,30,30,0.344827586206897
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate","Southern","collection",NA,5,3,"tropical_temperate",87,74,17,17,0.195402298850575
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate_polar","Northern","collection",NA,5,3,"tropical_temperate_polar",87,73,11,11,0.126436781609195
"percentile_latbin_OLS","q60","collection5_k3_tropical_temperate_polar","Southern","collection",NA,5,3,"tropical_temperate_polar",87,74,7,7,0.0804597701149425
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate","Northern","occurrence",10,NA,1,"tropical_temperate",87,75,69,69,0.793103448275862
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate","Southern","occurrence",10,NA,1,"tropical_temperate",87,76,66,66,0.758620689655172
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate_polar","Northern","occurrence",10,NA,1,"tropical_temperate_polar",87,75,35,35,0.402298850574713
"percentile_latbin_OLS","q60","occurrence10_k1_tropical_temperate_polar","Southern","occurrence",10,NA,1,"tropical_temperate_polar",87,76,36,36,0.413793103448276
