"method_group","slope_metric","qc_name","group1","group2","n1","n2","median1","median2","median_diff","p_value","w_statistic","iqr1","iqr2","test_note","p_adjusted"
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Coolhouse","Hothouse",20,14,-0.265725930733195,0.0287445356815703,-0.294470466414766,3.56848732393941e-05,26,0.273915447579023,0.219215251688481,"Tested",0.000356848732393941
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Coldhouse","Hothouse",10,14,-0.455210050718687,0.0287445356815703,-0.483954586400257,0.000866211185146913,16,0.291017160498802,0.219215251688481,"Tested",0.00433105592573456
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Transitional","Hothouse",18,14,-0.169249316792134,0.0287445356815703,-0.197993852473704,0.00261889160842964,52,0.201489460008755,0.219215251688481,"Tested",0.00872963869476546
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Coolhouse","Warmhouse",20,18,-0.265725930733195,-0.133439863815744,-0.132286066917451,0.00572183602115164,93,0.273915447579023,0.259357338462027,"Tested",0.0143045900528791
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Coldhouse","Warmhouse",10,18,-0.455210050718687,-0.133439863815744,-0.321770186902943,0.00881393455594786,40,0.291017160498802,0.259357338462027,"Tested",0.0176278691118957
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Warmhouse","Hothouse",18,14,-0.133439863815744,0.0287445356815703,-0.162184399497314,0.0119038590286566,66,0.259357338462027,0.219215251688481,"Tested",0.019839765047761
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Coldhouse","Transitional",10,18,-0.455210050718687,-0.169249316792134,-0.285960733926553,0.0360895037944083,52,0.291017160498802,0.201489460008755,"Tested",0.0515564339920119
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Coolhouse","Transitional",20,18,-0.265725930733195,-0.169249316792134,-0.0964766139410611,0.0624101504323409,127,0.273915447579023,0.201489460008755,"Tested",0.0780126880404261
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Coldhouse","Coolhouse",10,20,-0.455210050718687,-0.265725930733195,-0.189484119985491,0.140548946003707,75,0.291017160498802,0.273915447579023,"Tested",0.156165495559675
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate_polar","Transitional","Warmhouse",18,18,-0.169249316792134,-0.133439863815744,-0.0358094529763903,0.200896617342761,135,0.201489460008755,0.259357338462027,"Tested",0.200896617342761
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coldhouse","Hothouse",18,18,-0.565283326479493,-0.0245294510826867,-0.540753875396806,3.58392660370899e-05,36,0.515721373649114,0.226553398227315,"Tested",0.000358392660370899
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coldhouse","Transitional",18,21,-0.565283326479493,-0.0921475333214583,-0.473135793158035,0.000421373482963671,70,0.515721373649114,0.367543616099435,"Tested",0.00162887634821012
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coldhouse","Warmhouse",18,19,-0.565283326479493,-0.136568795581406,-0.428714530898087,0.000488662904463037,62,0.515721373649114,0.375057401588414,"Tested",0.00162887634821012
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coolhouse","Hothouse",24,18,-0.180232525738845,-0.0245294510826867,-0.155703074656159,0.00314501625384947,108,0.256732844781343,0.226553398227315,"Tested",0.00786254063462366
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coldhouse","Coolhouse",18,24,-0.565283326479493,-0.180232525738845,-0.385050800740648,0.00426171024394589,112,0.515721373649114,0.256732844781343,"Tested",0.00852342048789178
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Warmhouse","Hothouse",19,18,-0.136568795581406,-0.0245294510826867,-0.112039344498719,0.0430026169424503,114,0.375057401588414,0.226553398227315,"Tested",0.0716710282374171
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coolhouse","Transitional",24,21,-0.180232525738845,-0.0921475333214583,-0.088084992417387,0.068088903925451,186,0.256732844781343,0.367543616099435,"Tested",0.0967687535669041
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Transitional","Hothouse",21,18,-0.0921475333214583,-0.0245294510826867,-0.0676180822387716,0.0774150028535233,138,0.367543616099435,0.226553398227315,"Tested",0.0967687535669041
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Coolhouse","Warmhouse",24,19,-0.180232525738845,-0.136568795581406,-0.0436637301574395,0.127728456856813,181,0.256732844781343,0.375057401588414,"Tested",0.141920507618681
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate","Transitional","Warmhouse",21,19,-0.0921475333214583,-0.136568795581406,0.0444212622599475,0.617119268887399,210,0.367543616099435,0.375057401588414,"Tested",0.617119268887399
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Coldhouse","Hothouse",6,10,-0.455210050718687,-0.0245294510826867,-0.430680599636,0.00202443755354081,3,0.16781854030361,0.193888002519031,"Tested",0.0101221877677041
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k2_tropical_temperate_polar","Coolhouse","Hothouse",12,10,-0.190645385814683,-0.0245294510826867,-0.166115934731996,0.00108428420954444,13,0.156742710765057,0.193888002519031,"Tested",0.0101221877677041
