"method_group","slope_metric","qc_name","n_total","n_retained","prop_retained","n_retained_Northern","n_retained_Southern"
"per_cell_all_cells_OLS","all_cells_slope","occurrence5_k1_tropical_temperate",174,122,0.701149425287356,61,61
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate",174,115,0.660919540229885,58,57
"per_cell_all_cells_OLS","all_cells_slope","collection5_k1_tropical_temperate",174,110,0.632183908045977,58,52
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence5_k1_tropical_temperate",174,122,0.701149425287356,61,61
"per_cell_balanced_resampling_OLS","median_resampled_slope","occurrence10_k1_tropical_temperate",174,115,0.660919540229885,58,57
"per_cell_balanced_resampling_OLS","median_resampled_slope","collection5_k1_tropical_temperate",174,110,0.632183908045977,58,52
"percentile_latbin_OLS","q75","occurrence5_k1_tropical_temperate",174,122,0.701149425287356,61,61
"percentile_latbin_OLS","q75","occurrence10_k1_tropical_temperate",174,115,0.660919540229885,58,57
"percentile_latbin_OLS","q75","collection5_k1_tropical_temperate",174,110,0.632183908045977,58,52
