"bin_midpoint","hemisphere","stage","n_cells","n_valid_lat_bins","min_abs_lat_bin_mid","max_abs_lat_bin_mid","lat_range_diagnostic","has_tropical","has_temperate","has_polar","sum_nT","mean_nT","median_nT","min_nT","max_nT","has_adjacent_tt","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","pass_tropical","pass_temperate","pass_polar","pass_adjacent_tt","pass_n_lat_bins","label","color","slope_filter_id","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","require_tropical","require_temperate","require_polar","require_adjacent_tt","require_min_lat_bins"
0.00585,"Northern","Holocene",14,5,14.532644,73.221345,58.688701,TRUE,TRUE,TRUE,1078,77,40,16,424,TRUE,0,5,2.33333333333333,1.5,0.925820099772552,0,0.357142857142857,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
1.29585,"Northern","Pleistocene",50,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,18257,365.14,118.5,6,5746,TRUE,2,19,8.33333333333333,7,0.726636084983398,0.24,0.38,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
3.09,"Northern","Piacenzian",20,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,6763,338.15,245,5,1228,TRUE,1,10,3.33333333333333,2,1.0334408546211,0.3,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
4.4665,"Northern","Zanclean",34,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,7381,217.088235294118,114.5,5,961,TRUE,2,10,5.66666666666667,6,0.519515345078109,0.352941176470588,0.294117647058824,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
6.2895,"Northern","Messinian",10,5,4.797034,49.126503,44.329469,TRUE,TRUE,FALSE,4045,404.5,237,14,1873,TRUE,0,4,1.66666666666667,1.5,0.819756061276768,0,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
9.438,"Northern","Tortonian",29,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,10358,357.172413793103,110,5,4595,TRUE,2,10,4.83333333333333,4.5,0.576594619753889,0.413793103448276,0.344827586206897,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
12.725,"Northern","Serravallian",31,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,8048,259.612903225806,75,6,2628,TRUE,1,9,5.16666666666667,5,0.663920810693571,0.193548387096774,0.290322580645161,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
14.9,"Northern","Langhian",13,3,14.532644,49.126503,34.593859,TRUE,TRUE,FALSE,2273,174.846153846154,81,5,975,TRUE,0,7,2.16666666666667,1,1.31895601534479,0,0.538461538461538,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
18.215,"Northern","Burdigalian",40,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,9291,232.275,98.5,7,1618,TRUE,2,14,6.66666666666667,7,0.634034699365894,0.3,0.35,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
21.745,"Northern","Aquitanian",6,4,4.797034,49.126503,44.329469,TRUE,TRUE,FALSE,539,89.8333333333333,40,5,361,TRUE,0,3,1,1,1.09544511501033,0,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
