"method_group","slope_metric","Analysis scope","QC Scenario","Group 1","Group 2","n1","n2","Median difference","W statistics","p value","p-adjusted value"
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Warmhouse",24,28,-0.483568953445389,131,8.71162722022755e-05,0.000435581361011378
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Hothouse",24,27,-0.49227973420264,117,4.87118661735874e-05,0.000435581361011378
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Transitional",24,33,-0.453975391513106,179,0.000233305849247092,0.000777686164156972
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Warmhouse",30,28,-0.124935926180214,251,0.00437137613538081,0.00874275227076161
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Hothouse",30,27,-0.133646706937466,240,0.00428109910454501,0.00874275227076161
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Coolhouse",24,30,-0.358633027265174,231,0.0126465076106532,0.0210775126844221
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Transitional",30,33,-0.0953423642479311,339,0.0161774513190303,0.0231106447414718
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Transitional","Hothouse",33,27,-0.038304342689535,389,0.202676597780808,0.25334574722601
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Transitional","Warmhouse",33,28,-0.0295935619322831,425,0.298657786397384,0.331841984885982
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Warmhouse","Hothouse",28,27,-0.00871078075725193,357,0.364996270839973,0.364996270839973
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Hothouse",12,20,-0.384736201641258,31,0.000285679913802705,0.00142839956901353
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Hothouse",23,20,-0.195568041546705,83,0.000180433292169476,0.00142839956901353
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Warmhouse",12,23,-0.324899118668605,53,0.00165927677492556,0.00553092258308521
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Transitional",12,25,-0.328050580323367,63,0.00250468520225587,0.00626171300563967
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Warmhouse",23,23,-0.135730958574052,140,0.00322308391954453,0.00644616783908907
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Transitional",23,25,-0.138882420228814,158,0.00388104309284805,0.00646840515474675
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Coolhouse",12,23,-0.189168160094553,101,0.102316384036369,0.113684871151521
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Transitional","Hothouse",25,20,-0.0566856213178914,192,0.0945253526849208,0.113684871151521
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Warmhouse","Hothouse",23,20,-0.0598370829726534,175,0.0922488083361942,0.113684871151521
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Transitional","Warmhouse",25,23,0.00315146165476202,287,0.5,0.5
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Hothouse",17,20,-0.426825360740754,63,0.000585801969534536,0.00585801969534536
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Transitional",17,22,-0.40802967708883,94,0.0043991902972777,0.0146639676575923
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Warmhouse",17,20,-0.363859346002439,83,0.00419223111333032,0.0146639676575923
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coolhouse","Hothouse",26,20,-0.120171536737254,148,0.00674299428875131,0.0168574857218783
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Coolhouse",17,26,-0.3066538240035,144,0.0286990566619171,0.0573981133238342
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coolhouse","Transitional",26,22,-0.10137585308533,198,0.0351078205248567,0.0585130342080944
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coolhouse","Warmhouse",26,20,-0.0572055219989387,196,0.0797042559615468,0.11386322280221
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Warmhouse","Hothouse",20,20,-0.0629660147383154,151,0.0947719920794905,0.118464990099363
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Transitional","Hothouse",22,20,-0.0187956836519244,188,0.213799849175255,0.237555387972505
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Transitional","Warmhouse",22,20,0.044170331086391,237,0.670294106253757,0.670294106253757
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coolhouse","Hothouse",17,13,-0.126794901105675,27,0.000256671730551231,0.00256671730551231
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Hothouse",8,13,-0.330156094971483,17,0.00623576883389379,0.031178844169469
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Warmhouse",8,15,-0.261531405268082,33,0.0435804780654765,0.0917654890837267
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coolhouse","Transitional",17,12,-0.0665443216385954,64,0.0484041489404933,0.0917654890837267
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coolhouse","Warmhouse",17,15,-0.058170211402274,77,0.0295037615984047,0.0917654890837267
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Transitional","Hothouse",12,13,-0.06025057946708,49,0.060547283519293,0.0917654890837267
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Warmhouse","Hothouse",15,13,-0.0686246897034014,64,0.0642358423586087,0.0917654890837267
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Coolhouse",8,17,-0.203361193865808,49,0.140579209615627,0.156199121795141
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Coldhouse","Transitional",8,12,-0.269905515504403,33,0.13163422469352,0.156199121795141
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate_polar","Transitional","Warmhouse",12,15,0.00837411023632134,89,0.490267770494885,0.490267770494885
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Hothouse",11,14,-0.441865427300761,13,0.000254191130018923,0.00254191130018923
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Transitional",11,16,-0.367568433514773,30,0.00227401073863707,0.0113700536931854
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Warmhouse",11,16,-0.265343300765562,39,0.00834880713008017,0.0278293571002672
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coolhouse","Hothouse",13,14,-0.215296300327255,46,0.0154090291146077,0.0322834495872172
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Warmhouse","Hothouse",16,14,-0.176522126535199,60,0.0161417247936086,0.0322834495872172
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coolhouse","Transitional",13,16,-0.140999306541268,70,0.0709066059636395,0.118177676606066
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coldhouse","Coolhouse",11,13,-0.226569126973506,48,0.0913413117854387,0.130487588264912
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Transitional","Hothouse",16,14,-0.0742969937859879,88,0.164307370974701,0.205384213718377
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Coolhouse","Warmhouse",13,16,-0.0387741737920561,91,0.291790589271997,0.324211765857774
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate","Transitional","Warmhouse",16,16,0.102225132749212,161,0.896629696634223,0.896629696634223
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Hothouse",5,8,-0.388591440536504,2,0.00520749732953164,0.0260374866476582
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coolhouse","Hothouse",7,8,-0.24088051975957,5,0.00460889867352746,0.0260374866476582
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Warmhouse","Hothouse",10,8,-0.136622448287136,19,0.0342675089068159,0.114225029689386
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Transitional",5,8,-0.303467389760802,10,0.0821646397690332,0.136941066281722
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Warmhouse",5,10,-0.251968992249368,12,0.06289321231947,0.136941066281722
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Transitional","Hothouse",8,8,-0.0851240507757024,18,0.0781269790136817,0.136941066281722
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coldhouse","Coolhouse",5,7,-0.147710920776934,10,0.127811553773206,0.159764442216508
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coolhouse","Transitional",7,8,-0.155756468983868,17,0.112156563255577,0.159764442216508
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Coolhouse","Warmhouse",7,10,-0.104258071472434,24,0.152753543430627,0.169726159367363
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k3_tropical_temperate_polar","Transitional","Warmhouse",8,10,0.0514983975114336,48,0.774948949443678,0.774948949443678
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Warmhouse",23,26,-0.531913450215509,85,9.46572117656191e-06,7.76469336651772e-05
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Hothouse",23,27,-0.559064267784791,96,1.55293867330354e-05,7.76469336651772e-05
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Transitional",23,32,-0.50361838981661,142,5.96094027129498e-05,0.000198698009043166
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coolhouse","Warmhouse",30,26,-0.224790114945318,217,0.00229869436763702,0.00574673591909254
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coldhouse","Coolhouse",23,30,-0.307123335270191,200,0.00475428764313501,0.00950857528627003
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coolhouse","Hothouse",30,27,-0.2519409325146,248,0.00618865899692672,0.0103144316615445
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Coolhouse","Transitional",30,32,-0.19649505454642,354,0.0385487626711217,0.0550696609587453
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Transitional","Hothouse",32,27,-0.0554458779681803,358,0.131726512128461,0.164658140160576
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Transitional","Warmhouse",32,26,-0.0282950603988981,359,0.188513387464462,0.209459319404958
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate","Warmhouse","Hothouse",26,27,-0.0271508175692822,321,0.29983869323739,0.29983869323739
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Hothouse",10,18,-0.390116139985202,25,0.000992263135508749,0.00562491049765811
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coolhouse","Hothouse",20,18,-0.233857854175485,75,0.00112498209953162,0.00562491049765811
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Warmhouse",10,22,-0.326189122695162,40,0.00235977857142056,0.00786592857140187
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Transitional",10,24,-0.301847917708477,58,0.0100498507403994,0.0200997014807987
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coolhouse","Warmhouse",20,22,-0.169930836885445,126,0.00926800978419903,0.0200997014807987
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Transitional","Hothouse",24,18,-0.0882682222767251,142,0.0308735451180898,0.0514559085301497
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coolhouse","Transitional",20,24,-0.14558963189876,168,0.0459681334724005,0.059082472597037
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Warmhouse","Hothouse",22,18,-0.0639270172900396,136,0.0472659780776296,0.059082472597037
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Coldhouse","Coolhouse",10,20,-0.156258285809717,69,0.0898270041224905,0.0998077823583228
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k1_tropical_temperate_polar","Transitional","Warmhouse",24,22,-0.0243412049866855,242,0.318183481227866,0.318183481227866
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Hothouse",16,20,-0.449866679659778,57,0.000550882568288884,0.00550882568288884
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Warmhouse",16,19,-0.403075436582042,64,0.00188126121153945,0.00940630605769727
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Transitional",16,20,-0.386115662944111,79,0.00519195056799889,0.0173065018933296
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coolhouse","Hothouse",23,20,-0.252713597235,134,0.0100265676459868,0.0250664191149669
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coolhouse","Warmhouse",23,19,-0.205922354157264,143,0.0290266295014307,0.0580532590028614
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coolhouse","Transitional",23,20,-0.188962580519333,165,0.058146414981444,0.0969106916357401
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Coldhouse","Coolhouse",16,23,-0.197153082424778,138,0.0969519675247889,0.138502810749698
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Transitional","Hothouse",20,20,-0.0637510167156666,157,0.125148398751756,0.156435498439695
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Warmhouse","Hothouse",19,20,-0.0467912430777356,158,0.188058470682883,0.208953856314315
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate","Transitional","Warmhouse",20,19,-0.016959773637931,172,0.311463049692111,0.311463049692111
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coolhouse","Hothouse",12,10,-0.225911133038316,10,0.000549385062287497,0.00549385062287497
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coldhouse","Hothouse",7,10,-0.376370979315573,11,0.010913495019209,0.0545674750960451
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coldhouse","Warmhouse",7,12,-0.283808562545639,21,0.0415863986303608,0.0831727972607217
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coolhouse","Warmhouse",12,12,-0.133348716268382,40,0.034482166669527,0.0831727972607217
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Transitional","Hothouse",10,10,-0.106443375315768,26,0.0378307860719435,0.0831727972607217
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Warmhouse","Hothouse",12,10,-0.0925624167699345,35,0.0531031603408,0.0885052672346667
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coldhouse","Transitional",7,10,-0.269927603999805,25,0.176935992199322,0.221169990249153
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coolhouse","Transitional",12,10,-0.119467757722548,45,0.169510431434934,0.221169990249153
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Coldhouse","Coolhouse",7,12,-0.150459846277257,32,0.211017267456564,0.234463630507293
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k2_tropical_temperate_polar","Transitional","Warmhouse",10,12,-0.0138809585458337,50,0.265522550732906,0.265522550732906
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coldhouse","Hothouse",9,11,-0.531749125454967,5,0.000414623149032503,0.00414623149032503
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coldhouse","Warmhouse",9,14,-0.436635034567344,13,0.000909775097999037,0.00454887548999519
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coldhouse","Transitional",9,15,-0.568845655526236,19,0.00210377564274588,0.00701258547581959
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coolhouse","Hothouse",11,11,-0.284792428516649,23,0.00755763467824674,0.0188940866956169
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Warmhouse","Hothouse",14,11,-0.0951140908876226,43,0.0333304247277987,0.0666608494555974
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coolhouse","Transitional",11,15,-0.321888958587918,51,0.0538193433567466,0.0896989055945776
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence10_k3_tropical_temperate","Coldhouse","Coolhouse",9,11,-0.246956696938318,31,0.0857301030321636,0.122471575760234
