"method_group","slope_metric","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","hemisphere","n_total_stage_hemi","n_with_slope","n_good","n_good_with_slope","prop_good_with_slope","method_label","filter_label","k_label","zone_label","qc_plot_label"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate","Northern",87,70,56,56,0.64367816091954,"Per-cell all-cell OLS","collection_no >= 10","k = 1","T + Te","collection_no >= 10 | k = 1 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k1_tropical_temperate","collection",NA,10,1,"tropical_temperate","Southern",87,74,49,49,0.563218390804598,"Per-cell all-cell OLS","collection_no >= 10","k = 1","T + Te","collection_no >= 10 | k = 1 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k1_tropical_temperate_polar","collection",NA,10,1,"tropical_temperate_polar","Northern",87,70,30,30,0.344827586206897,"Per-cell all-cell OLS","collection_no >= 10","k = 1","T + Te + P","collection_no >= 10 | k = 1 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k1_tropical_temperate_polar","collection",NA,10,1,"tropical_temperate_polar","Southern",87,74,28,28,0.32183908045977,"Per-cell all-cell OLS","collection_no >= 10","k = 1","T + Te + P","collection_no >= 10 | k = 1 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k2_tropical_temperate","collection",NA,10,2,"tropical_temperate","Northern",87,70,37,37,0.425287356321839,"Per-cell all-cell OLS","collection_no >= 10","k = 2","T + Te","collection_no >= 10 | k = 2 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k2_tropical_temperate","collection",NA,10,2,"tropical_temperate","Southern",87,74,24,24,0.275862068965517,"Per-cell all-cell OLS","collection_no >= 10","k = 2","T + Te","collection_no >= 10 | k = 2 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k2_tropical_temperate_polar","collection",NA,10,2,"tropical_temperate_polar","Northern",87,70,13,13,0.149425287356322,"Per-cell all-cell OLS","collection_no >= 10","k = 2","T + Te + P","collection_no >= 10 | k = 2 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k2_tropical_temperate_polar","collection",NA,10,2,"tropical_temperate_polar","Southern",87,74,11,11,0.126436781609195,"Per-cell all-cell OLS","collection_no >= 10","k = 2","T + Te + P","collection_no >= 10 | k = 2 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k3_tropical_temperate","collection",NA,10,3,"tropical_temperate","Northern",87,70,21,21,0.241379310344828,"Per-cell all-cell OLS","collection_no >= 10","k = 3","T + Te","collection_no >= 10 | k = 3 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k3_tropical_temperate","collection",NA,10,3,"tropical_temperate","Southern",87,74,12,12,0.137931034482759,"Per-cell all-cell OLS","collection_no >= 10","k = 3","T + Te","collection_no >= 10 | k = 3 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k3_tropical_temperate_polar","collection",NA,10,3,"tropical_temperate_polar","Northern",87,70,5,5,0.0574712643678161,"Per-cell all-cell OLS","collection_no >= 10","k = 3","T + Te + P","collection_no >= 10 | k = 3 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","collection10_k3_tropical_temperate_polar","collection",NA,10,3,"tropical_temperate_polar","Southern",87,74,6,6,0.0689655172413793,"Per-cell all-cell OLS","collection_no >= 10","k = 3","T + Te + P","collection_no >= 10 | k = 3 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k1_tropical_temperate","collection",NA,5,1,"tropical_temperate","Northern",87,80,65,65,0.747126436781609,"Per-cell all-cell OLS","collection_no >= 5","k = 1","T + Te","collection_no >= 5 | k = 1 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k1_tropical_temperate","collection",NA,5,1,"tropical_temperate","Southern",87,82,66,66,0.758620689655172,"Per-cell all-cell OLS","collection_no >= 5","k = 1","T + Te","collection_no >= 5 | k = 1 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k1_tropical_temperate_polar","collection",NA,5,1,"tropical_temperate_polar","Northern",87,80,46,46,0.528735632183908,"Per-cell all-cell OLS","collection_no >= 5","k = 1","T + Te + P","collection_no >= 5 | k = 1 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k1_tropical_temperate_polar","collection",NA,5,1,"tropical_temperate_polar","Southern",87,82,45,45,0.517241379310345,"Per-cell all-cell OLS","collection_no >= 5","k = 1","T + Te + P","collection_no >= 5 | k = 1 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k2_tropical_temperate","collection",NA,5,2,"tropical_temperate","Northern",87,80,48,48,0.551724137931034,"Per-cell all-cell OLS","collection_no >= 5","k = 2","T + Te","collection_no >= 5 | k = 2 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k2_tropical_temperate","collection",NA,5,2,"tropical_temperate","Southern",87,82,38,38,0.436781609195402,"Per-cell all-cell OLS","collection_no >= 5","k = 2","T + Te","collection_no >= 5 | k = 2 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k2_tropical_temperate_polar","collection",NA,5,2,"tropical_temperate_polar","Northern",87,80,28,28,0.32183908045977,"Per-cell all-cell OLS","collection_no >= 5","k = 2","T + Te + P","collection_no >= 5 | k = 2 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k2_tropical_temperate_polar","collection",NA,5,2,"tropical_temperate_polar","Southern",87,82,22,22,0.252873563218391,"Per-cell all-cell OLS","collection_no >= 5","k = 2","T + Te + P","collection_no >= 5 | k = 2 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k3_tropical_temperate","collection",NA,5,3,"tropical_temperate","Northern",87,80,36,36,0.413793103448276,"Per-cell all-cell OLS","collection_no >= 5","k = 3","T + Te","collection_no >= 5 | k = 3 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k3_tropical_temperate","collection",NA,5,3,"tropical_temperate","Southern",87,82,15,15,0.172413793103448,"Per-cell all-cell OLS","collection_no >= 5","k = 3","T + Te","collection_no >= 5 | k = 3 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k3_tropical_temperate_polar","collection",NA,5,3,"tropical_temperate_polar","Northern",87,80,17,17,0.195402298850575,"Per-cell all-cell OLS","collection_no >= 5","k = 3","T + Te + P","collection_no >= 5 | k = 3 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","collection5_k3_tropical_temperate_polar","collection",NA,5,3,"tropical_temperate_polar","Southern",87,82,8,8,0.0919540229885057,"Per-cell all-cell OLS","collection_no >= 5","k = 3","T + Te + P","collection_no >= 5 | k = 3 | T + Te + P"
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate","Northern",87,82,69,69,0.793103448275862,"Per-cell all-cell OLS","occurrence >= 10","k = 1","T + Te","occurrence >= 10 | k = 1 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate","occurrence",10,NA,1,"tropical_temperate","Southern",87,83,69,69,0.793103448275862,"Per-cell all-cell OLS","occurrence >= 10","k = 1","T + Te","occurrence >= 10 | k = 1 | T + Te"
"per_cell_all_cells_OLS","all_cells_slope","occurrence10_k1_tropical_temperate_polar","occurrence",10,NA,1,"tropical_temperate_polar","Northern",87,82,44,44,0.505747126436782,"Per-cell all-cell OLS","occurrence >= 10","k = 1","T + Te + P","occurrence >= 10 | k = 1 | T + Te + P"
