"method_group","slope_metric","Analysis scope","QC Scenario","Group 1","Group 2","n1","n2","Median difference","W statistics","p value","p-adjusted value"
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Transitional",21,25,-0.511913585110078,108,0.000341744518237476,0.00295094540460809
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Warmhouse",21,22,-0.548704091215094,97,0.000590189080921617,0.00295094540460809
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Hothouse",21,23,-0.563914262566845,137,0.00726917966247316,0.0181729491561829
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Warmhouse",31,22,-0.254575879283114,202,0.00620852315280158,0.0181729491561829
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Transitional",31,25,-0.217785373178099,257,0.0160717045357997,0.0321434090715993
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coolhouse","Hothouse",31,23,-0.269786050634865,241,0.0221259959435048,0.0368766599058413
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Coldhouse","Coolhouse",21,31,-0.29412821193198,229,0.0367003261912795,0.0524290374161136
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Transitional","Warmhouse",25,22,-0.0367905061050153,266,0.42809720942593,0.42809720942593
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Transitional","Hothouse",25,23,-0.052000677456766,271,0.370623971207191,0.42809720942593
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate","Warmhouse","Hothouse",22,23,-0.0152101713517507,244,0.423479820687165,0.42809720942593
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Transitional",11,19,-0.564439777180822,32,0.000972102123522077,0.00303198634514571
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Hothouse",11,14,-0.615043089775337,21,0.001189421419002,0.00303198634514571
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Transitional",23,19,-0.270311565248842,98,0.00121279453805829,0.00303198634514571
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Hothouse",23,14,-0.320914877843358,59,0.000739921147429294,0.00303198634514571
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Warmhouse",11,17,-0.471097118280865,41,0.00722055188641637,0.0144411037728327
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coolhouse","Warmhouse",23,17,-0.176968906348885,120,0.0200861576187171,0.0334769293645285
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Coldhouse","Coolhouse",11,23,-0.29412821193198,85,0.0656090145681975,0.0937271636688536
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Warmhouse","Hothouse",17,14,-0.143945971494472,86,0.0985146004573949,0.123143250571744
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Transitional","Hothouse",19,14,-0.0506033125945152,125,0.392351936535623,0.435946596150693
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k1_tropical_temperate_polar","Transitional","Warmhouse",19,17,0.0933426588999572,195,0.859343905664712,0.859343905664712
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Hothouse",13,16,-0.678725785109253,15,5.20178273524903e-05,0.000520178273524903
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Transitional",13,17,-0.511913585110078,29,0.000349473467653441,0.0017473673382672
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coldhouse","Warmhouse",13,14,-0.562320351603305,23,0.000527346248601457,0.00175782082867152
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coolhouse","Hothouse",17,16,-0.384597573177273,54,0.00166352146707044,0.0041588036676761
"per_cell_all_cells_OLS","all_cells_slope","Combined","occurrence5_k2_tropical_temperate","Coolhouse","Warmhouse",17,14,-0.268192139671325,68,0.0225051832693042,0.0450103665386084
