"bin_midpoint","hemisphere","stage","n_cells","n_valid_lat_bins","min_abs_lat_bin_mid","max_abs_lat_bin_mid","lat_range_diagnostic","has_tropical","has_temperate","has_polar","sum_nT","mean_nT","median_nT","min_nT","max_nT","has_adjacent_tt","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","pass_tropical","pass_temperate","pass_polar","pass_adjacent_tt","pass_n_lat_bins","label","color","slope_filter_id","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","require_tropical","require_temperate","require_polar","require_adjacent_tt","require_min_lat_bins"
0.00585,"Northern","Holocene",14,4,14.532644,73.221345,58.688701,TRUE,TRUE,TRUE,1167,83.3571428571429,42,20,424,TRUE,0,5,2.33333333333333,2,0.964682458064808,0,0.357142857142857,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
1.29585,"Northern","Pleistocene",40,5,14.532644,73.221345,58.688701,TRUE,TRUE,TRUE,19025,475.625,159,9,5829,TRUE,0,12,6.66666666666667,7,0.604979338490167,0,0.3,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
3.09,"Northern","Piacenzian",15,5,14.532644,73.221345,58.688701,TRUE,TRUE,TRUE,6898,459.866666666667,320,20,1834,TRUE,0,7,2.5,1.5,1.03537432844358,0,0.466666666666667,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
4.4665,"Northern","Zanclean",29,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,8018,276.48275862069,144,6,1167,TRUE,2,8,4.83333333333333,5,0.576594619753889,0.413793103448276,0.275862068965517,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
6.2895,"Northern","Messinian",10,4,14.532644,49.126503,34.593859,TRUE,TRUE,FALSE,4436,443.6,234.5,17,2132,TRUE,0,6,1.66666666666667,1,1.35055544129073,0,0.6,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
9.438,"Northern","Tortonian",25,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,10706,428.24,166,6,4744,TRUE,2,7,4.16666666666667,3.5,0.465789652096308,0.48,0.28,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
12.725,"Northern","Serravallian",26,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,8862,340.846153846154,104,5,2631,TRUE,2,7,4.33333333333333,4,0.453780960115465,0.461538461538462,0.269230769230769,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
14.9,"Northern","Langhian",12,4,14.532644,49.126503,34.593859,TRUE,TRUE,FALSE,2374,197.833333333333,148,5,975,TRUE,0,6,2,1,1.22474487139159,0,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
18.215,"Northern","Burdigalian",31,5,14.532644,73.221345,58.688701,TRUE,TRUE,TRUE,9872,318.451612903226,109,8,1948,TRUE,0,11,5.16666666666667,5.5,0.748776317029892,0,0.354838709677419,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
21.745,"Northern","Aquitanian",7,4,14.532644,49.126503,34.593859,TRUE,TRUE,FALSE,556,79.4285714285714,40,5,361,TRUE,0,2,1.16666666666667,1.5,0.842736068785864,0,0.285714285714286,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
25.17,"Northern","Chattian",19,5,14.532644,73.221345,58.688701,TRUE,TRUE,TRUE,3391,178.473684210526,143,19,839,TRUE,0,7,3.16666666666667,2.5,0.784192864513228,0,0.368421052631579,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
30.6,"Northern","Rupelian",23,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,7037,305.95652173913,114,5,1633,TRUE,2,6,3.83333333333333,3.5,0.383989602883819,0.521739130434783,0.260869565217391,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
35.805,"Northern","Priabonian",25,5,4.797034,49.126503,44.329469,TRUE,TRUE,FALSE,4480,179.2,123,8,982,TRUE,0,10,4.16666666666667,3,0.89048301499804,0,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
39.37,"Northern","Bartonian",21,5,14.532644,73.221345,58.688701,TRUE,TRUE,TRUE,10523,501.095238095238,76,5,4277,TRUE,0,8,3.5,3.5,0.861891607371335,0,0.380952380952381,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
44.55,"Northern","Lutetian",25,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,7926,317.04,101,16,1675,TRUE,1,10,4.16666666666667,3.5,0.76524505878836,0.24,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
52.035,"Northern","Ypresian",16,4,4.797034,49.126503,44.329469,TRUE,TRUE,FALSE,5974,373.375,208.5,19,1149,TRUE,0,8,2.66666666666667,2.5,1.10397010829098,0,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
57.62,"Northern","Thanetian",10,5,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,2138,213.8,134.5,23,825,TRUE,0,6,1.66666666666667,1,1.29614813968157,0,0.6,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
60.45,"Northern","Selandian",4,3,35.905157,73.221345,37.316188,FALSE,TRUE,TRUE,1178,294.5,298.5,87,494,FALSE,0,2,0.666666666666667,0.5,1.22474487139159,0,0.5,FALSE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
63.83,"Northern","Danian",8,3,24.73561,49.126503,24.390893,TRUE,TRUE,FALSE,2490,311.25,253,5,835,TRUE,0,6,1.33333333333333,0.5,1.75356779167502,0,0.75,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
69.1,"Northern","Maastrichtian",27,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,15192,562.666666666667,172,7,7149,TRUE,1,12,4.5,3,0.897183521697171,0.222222222222222,0.444444444444444,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
77.9,"Northern","Campanian",47,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,6805,144.787234042553,43,5,1185,TRUE,2,13,7.83333333333333,8.5,0.531999993192579,0.25531914893617,0.276595744680851,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
84.65,"Northern","Santonian",20,5,14.532644,73.221345,58.688701,TRUE,TRUE,TRUE,1224,61.2,29.5,5,220,TRUE,0,8,3.33333333333333,2.5,0.923038460737146,0,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
87.75,"Northern","Coniacian",20,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,691,34.55,18,5,168,TRUE,1,8,3.33333333333333,1.5,0.979795897113271,0.3,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
91.85,"Northern","Turonian",29,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,2708,93.3793103448276,34,5,612,TRUE,1,9,4.83333333333333,5,0.800416063031953,0.206896551724138,0.310344827586207,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
97.2,"Northern","Cenomanian",29,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,4795,165.344827586207,63,6,957,TRUE,1,9,4.83333333333333,5,0.576594619753889,0.206896551724138,0.310344827586207,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
106.85,"Northern","Albian",25,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,2437,97.48,28,5,402,TRUE,1,8,4.16666666666667,3.5,0.668849758914511,0.24,0.32,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
117.3,"Northern","Aptian",19,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,2036,107.157894736842,50,6,633,TRUE,1,8,3.16666666666667,2.5,0.833508753466491,0.315789473684211,0.421052631578947,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
123.585,"Northern","Barremian",8,4,24.73561,73.221345,48.485735,TRUE,TRUE,TRUE,180,22.5,19,5,55,TRUE,0,4,1.33333333333333,1,1.12915897906362,0,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
129.185,"Northern","Hauterivian",8,3,35.905157,73.221345,37.316188,FALSE,TRUE,TRUE,943,117.875,30,5,591,FALSE,0,5,1.33333333333333,0.5,1.47478812037526,0,0.625,FALSE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
134.825,"Northern","Valanginian",13,3,35.905157,73.221345,37.316188,FALSE,TRUE,TRUE,962,74,32,9,445,FALSE,0,6,2.16666666666667,1,1.25268941451214,0,0.461538461538462,FALSE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
140.075,"Northern","Berriasian",18,4,24.73561,73.221345,48.485735,TRUE,TRUE,TRUE,668,37.1111111111111,30.5,6,102,TRUE,0,9,3,2.5,1.15470053837925,0,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
146.15,"Northern","Tithonian",17,5,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,2524,148.470588235294,18,5,1161,TRUE,0,8,2.83333333333333,2,1.03301889028307,0,0.470588235294118,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
152,"Northern","Kimmeridgian",9,4,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,1937,215.222222222222,80,5,1110,TRUE,0,4,1.5,1.5,1.01105005920687,0,0.444444444444444,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
158.15,"Northern","Oxfordian",19,5,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,3921,206.368421052632,38,7,1438,TRUE,0,8,3.16666666666667,3,0.833508753466491,0,0.421052631578947,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
163.4,"Northern","Callovian",20,5,4.797034,49.126503,44.329469,TRUE,TRUE,FALSE,2596,129.8,48,6,949,TRUE,0,7,3.33333333333333,3,0.841427358718505,0,0.35,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
166.75,"Northern","Bathonian",21,5,4.797034,49.126503,44.329469,TRUE,TRUE,FALSE,3781,180.047619047619,48,5,906,TRUE,0,8,3.5,3.5,0.823134873765025,0,0.380952380952381,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
169.55,"Northern","Bajocian",24,5,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,1891,78.7916666666667,36,5,410,TRUE,0,12,4,2.5,1.10679718105893,0,0.5,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
172.8,"Northern","Aalenian",13,4,24.73561,73.221345,48.485735,TRUE,TRUE,TRUE,1146,88.1538461538462,58,5,401,TRUE,0,6,2.16666666666667,2,1.02858551695057,0,0.461538461538462,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
179.45,"Northern","Toarcian",23,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,5097,221.608695652174,41,5,2221,TRUE,1,9,3.83333333333333,3,0.745496878238359,0.260869565217391,0.391304347826087,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
188.55,"Northern","Pliensbachian",25,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,5042,201.68,31,6,1188,TRUE,1,10,4.16666666666667,4,0.794782989249267,0.24,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
196.2,"Northern","Sinemurian",19,5,14.532644,73.221345,58.688701,TRUE,TRUE,TRUE,1504,79.1578947368421,44,7,330,TRUE,0,10,3.16666666666667,2,1.15454059647969,0,0.526315789473684,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
200.45,"Northern","Hettangian",11,4,14.532644,73.221345,58.688701,TRUE,TRUE,TRUE,674,61.2727272727273,24,6,269,TRUE,0,4,1.83333333333333,1.5,1.00082610505621,0,0.363636363636364,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
203.55,"Northern","Rhaetian",14,3,14.532644,73.221345,58.688701,TRUE,TRUE,TRUE,1820,130,16,6,1233,FALSE,0,8,2.33333333333333,1,1.37321312465119,0,0.571428571428571,TRUE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
216.5,"Northern","Norian",19,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,1537,80.8947368421053,54,5,344,TRUE,1,5,3.16666666666667,3.5,0.464829519280413,0.315789473684211,0.263157894736842,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
232.15,"Northern","Carnian",19,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,2902,152.736842105263,25,6,2164,TRUE,1,6,3.16666666666667,3,0.543916239274266,0.315789473684211,0.31578947368421,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
239.232,"Northern","Ladinian",14,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,1257,89.7857142857143,57.5,7,404,TRUE,1,6,2.33333333333333,1,0.925820099772552,0.428571428571429,0.428571428571429,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
244.082,"Northern","Anisian",16,5,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,3585,224.0625,125,37,1358,TRUE,0,5,2.66666666666667,2.5,0.656696276828185,0,0.3125,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
248.3,"Northern","Olenekian",16,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,1345,84.0625,25,5,489,TRUE,1,4,2.66666666666667,2.5,0.454147553114624,0.375,0.25,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
250.901,"Northern","Induan",24,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,3330,138.75,51,5,733,TRUE,1,7,4,4.5,0.547722557505166,0.25,0.291666666666667,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
253.021,"Northern","Changhsingian",14,5,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,4279,305.642857142857,85,5,1795,TRUE,0,5,2.33333333333333,2.5,0.750510030660783,0,0.357142857142857,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
256.825,"Northern","Wuchiapingian",24,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,5382,224.25,124,5,1103,TRUE,1,7,4,4,0.570087712549569,0.25,0.291666666666667,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
261.895,"Northern","Capitanian",16,5,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,2548,159.25,39.5,20,1283,TRUE,0,5,2.66666666666667,2.5,0.774596669241483,0,0.3125,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
265.59,"Northern","Wordian",15,5,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,1688,112.533333333333,54,6,656,TRUE,0,5,2.5,2,0.70427267446636,0,0.333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
270.65,"Northern","Roadian",25,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,3985,159.4,93,6,519,TRUE,3,6,4.16666666666667,4,0.280570846668003,0.72,0.24,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
278.85,"Northern","Kungurian",20,5,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,2207,110.35,59.5,5,855,TRUE,0,9,3.33333333333333,2.5,0.923038460737146,0,0.45,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","occurrence5","occurrence5_k1_tropical_temperate","occurrence",5,NA,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE
