"bin_midpoint","stage.x","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","method_group","slope_metric","quantile","slope_filter_id","slope_qc_type","slope_occurrence_min","slope_collection_min","slope_mean","slope_sd","n_resamples_valid","prop_negative","prop_positive","k_sample","n_cells","n_valid_lat_bins","min_abs_lat_bin_mid","max_abs_lat_bin_mid","lat_range_diagnostic","has_tropical","has_temperate","has_polar","sum_nT","mean_nT","median_nT","min_nT","max_nT","has_adjacent_tt","k_min","k_max","k_mean","k_median","k_cv","k_evenness","dominant_lat_bin_prop","pass_tropical","pass_temperate","pass_polar","pass_adjacent_tt","pass_n_lat_bins","label","color","qc_name","qc_type","occurrence_min","collection_min","min_cells_per_latbin","zone_requirement","require_tropical","require_temperate","require_polar","require_adjacent_tt","require_min_lat_bins","slope_90deg","slope_sampled_range","bin","stage.y","short","bottom","top","dur","climate_state","climate_color"
0.00585,"Holocene","Northern",-0.270450667509058,52.2718162620366,0.728395550016971,-2.29280092700153,1.75189959198342,0.729246566373472,0.0333169813561273,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,9,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,1057,117.444444444444,94,23,365,TRUE,1,3,1.5,1,0.557773351022717,0.666666666666667,0.333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","collection5_k1_tropical_temperate","collection",NA,5,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,-24.3405600758153,-18.5054005837974,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
0.00585,"Holocene","Northern",-0.270450667509058,52.2718162620366,0.728395550016971,-2.29280092700153,1.75189959198342,0.729246566373472,0.0333169813561273,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,9,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,1057,117.444444444444,94,23,365,TRUE,1,3,1.5,1,0.557773351022717,0.666666666666667,0.333333333333333,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","collection5_k1_tropical_temperate_polar","collection",NA,5,1,"tropical_temperate_polar",TRUE,TRUE,TRUE,TRUE,FALSE,-24.3405600758153,-18.5054005837974,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
0.00585,"Holocene","Northern",-0.270450667509058,52.2718162620366,0.728395550016971,-2.29280092700153,1.75189959198342,0.729246566373472,0.0333169813561273,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,5,2,14.532644,73.221345,58.688701,TRUE,FALSE,TRUE,384,76.8,83,34,107,FALSE,1,3,1.5,1,0.557773351022717,0.666666666666667,0.333333333333333,TRUE,FALSE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","collection5_k2_tropical_temperate","collection",NA,5,2,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,-24.3405600758153,-15.8723983606895,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
0.00585,"Holocene","Northern",-0.270450667509058,52.2718162620366,0.728395550016971,-2.29280092700153,1.75189959198342,0.729246566373472,0.0333169813561273,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,5,2,14.532644,73.221345,58.688701,TRUE,FALSE,TRUE,384,76.8,83,34,107,FALSE,1,3,1.5,1,0.557773351022717,0.666666666666667,0.333333333333333,TRUE,FALSE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","collection5_k2_tropical_temperate_polar","collection",NA,5,2,"tropical_temperate_polar",TRUE,TRUE,TRUE,TRUE,FALSE,-24.3405600758153,-15.8723983606895,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
0.00585,"Holocene","Northern",-0.270450667509058,52.2718162620366,0.728395550016971,-2.29280092700153,1.75189959198342,0.729246566373472,0.0333169813561273,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,3,1,14.532644,14.532644,0,TRUE,FALSE,FALSE,243,81,83,66,94,FALSE,1,3,1.5,1,0.557773351022717,0.666666666666667,0.333333333333333,TRUE,FALSE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","collection5_k3_tropical_temperate","collection",NA,5,3,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,-24.3405600758153,0,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
0.00585,"Holocene","Northern",-0.270450667509058,52.2718162620366,0.728395550016971,-2.29280092700153,1.75189959198342,0.729246566373472,0.0333169813561273,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,3,1,14.532644,14.532644,0,TRUE,FALSE,FALSE,243,81,83,66,94,FALSE,1,3,1.5,1,0.557773351022717,0.666666666666667,0.333333333333333,TRUE,FALSE,FALSE,FALSE,TRUE,"bad","Bad hemisphere","collection5_k3_tropical_temperate_polar","collection",NA,5,3,"tropical_temperate_polar",TRUE,TRUE,TRUE,TRUE,FALSE,-24.3405600758153,0,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
0.00585,"Holocene","Southern",0.174723582214777,30.9953712521373,0.266706165642055,-0.972820429426025,1.32226759385558,0.579671493119074,0.176676053696749,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,5,4,4.797034,49.126503,44.329469,TRUE,TRUE,FALSE,460,92,84,32,204,TRUE,0,2,0.833333333333333,1,0.903327183250897,0,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Southern","collection5_k1_tropical_temperate","collection",NA,5,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,15.7251223993299,7.7454036213589,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
0.00585,"Holocene","Southern",0.174723582214777,30.9953712521373,0.266706165642055,-0.972820429426025,1.32226759385558,0.579671493119074,0.176676053696749,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,5,4,4.797034,49.126503,44.329469,TRUE,TRUE,FALSE,460,92,84,32,204,TRUE,0,2,0.833333333333333,1,0.903327183250897,0,0.4,TRUE,TRUE,FALSE,TRUE,TRUE,"bad","Bad hemisphere","collection5_k1_tropical_temperate_polar","collection",NA,5,1,"tropical_temperate_polar",TRUE,TRUE,TRUE,TRUE,FALSE,15.7251223993299,7.7454036213589,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
0.00585,"Holocene","Southern",0.174723582214777,30.9953712521373,0.266706165642055,-0.972820429426025,1.32226759385558,0.579671493119074,0.176676053696749,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,2,1,35.905157,35.905157,0,FALSE,TRUE,FALSE,236,118,118,32,204,FALSE,0,2,0.833333333333333,1,0.903327183250897,0,0.4,FALSE,TRUE,TRUE,FALSE,TRUE,"bad","Bad hemisphere","collection5_k2_tropical_temperate","collection",NA,5,2,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,15.7251223993299,0,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
0.00585,"Holocene","Southern",0.174723582214777,30.9953712521373,0.266706165642055,-0.972820429426025,1.32226759385558,0.579671493119074,0.176676053696749,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,2,1,35.905157,35.905157,0,FALSE,TRUE,FALSE,236,118,118,32,204,FALSE,0,2,0.833333333333333,1,0.903327183250897,0,0.4,FALSE,TRUE,FALSE,FALSE,TRUE,"bad","Bad hemisphere","collection5_k2_tropical_temperate_polar","collection",NA,5,2,"tropical_temperate_polar",TRUE,TRUE,TRUE,TRUE,FALSE,15.7251223993299,0,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
0.00585,"Holocene","Southern",0.174723582214777,30.9953712521373,0.266706165642055,-0.972820429426025,1.32226759385558,0.579671493119074,0.176676053696749,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bad","Bad hemisphere","collection5_k3_tropical_temperate","collection",NA,5,3,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,15.7251223993299,NA,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
0.00585,"Holocene","Southern",0.174723582214777,30.9953712521373,0.266706165642055,-0.972820429426025,1.32226759385558,0.579671493119074,0.176676053696749,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bad","Bad hemisphere","collection5_k3_tropical_temperate_polar","collection",NA,5,3,"tropical_temperate_polar",TRUE,TRUE,TRUE,TRUE,FALSE,15.7251223993299,NA,97,"Holocene","Hol",0.0117,0,0.0117,"Coldhouse","#B2CCC7"
1.29585,"Pleistocene","Northern",-0.404148396358772,36.0985100542789,0.171931257883888,-0.881506095740992,0.0732093030234471,0.0784605227577542,0.580074792172737,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA,52,6,4.797034,73.221345,68.424311,TRUE,TRUE,TRUE,14263,274.288461538462,133.5,15,2129,TRUE,2,18,8.66666666666667,8,0.61778378477727,0.230769230769231,0.346153846153846,TRUE,TRUE,TRUE,TRUE,TRUE,"good","Northern","collection5_k1_tropical_temperate","collection",NA,5,1,"tropical_temperate",TRUE,TRUE,FALSE,TRUE,FALSE,-36.3733556722895,-27.6535755626039,96,"Pleistocene","Ple",2.58,0.0117,2.5683,"Coldhouse","#B2CCC7"
