"bin_midpoint","stage","hemisphere","slope","intercept","slope_se","slope_lower_95","slope_upper_95","p_value","r_squared","n_cells_model","method_group","slope_metric","quantile","slope_filter_id","slope_qc_type","slope_occurrence_min","slope_collection_min","slope_mean","slope_sd","n_resamples_valid","prop_negative","prop_positive","k_sample"
0.00585,"Holocene","Northern",-0.270450667509058,52.2718162620366,0.728395550016971,-2.29280092700153,1.75189959198342,0.729246566373472,0.0333169813561273,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
0.00585,"Holocene","Southern",0.174723582214777,30.9953712521373,0.266706165642055,-0.972820429426025,1.32226759385558,0.579671493119074,0.176676053696749,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Northern",-0.404148396358772,36.0985100542789,0.171931257883888,-0.881506095740992,0.0732093030234471,0.0784605227577542,0.580074792172737,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
1.29585,"Pleistocene","Southern",-0.185051139166152,16.6256709241255,0.103217790016701,-0.471629667027354,0.10152738869505,0.147465251164737,0.445538829511283,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Northern",-0.682950707642274,60.6646582736165,0.322921979919275,-1.71063256953127,0.344731154246723,0.124783847759828,0.598546280783955,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
3.09,"Piacenzian","Southern",-0.772825766731158,42.3594842532914,0.531096832550596,-3.05795100306627,1.51229946960395,0.28287799930061,0.514263963887095,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Northern",-0.599960183921632,59.1210721606416,0.473952197292974,-1.91586244219345,0.715942074350185,0.27426782415496,0.286022553258542,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
4.4665,"Zanclean","Southern",-1.04332469872508,64.9461451243721,0.211868357752468,-3.73536742944504,1.64871803199488,0.127544295659467,0.960395604654873,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
6.2895,"Messinian","Northern",-2.06049279075986,124.764738500193,1.30699631852092,-18.6674556033132,14.5464700217935,0.35986074052065,0.713087554762528,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
9.438,"Tortonian","Northern",-0.611747476539544,49.3889376934396,0.154323227055848,-1.04021744491708,-0.183277508162008,0.0166209760579387,0.797096658485893,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
9.438,"Tortonian","Southern",-0.43705889959159,53.0576272443805,1.10370856306051,-5.18593356129176,4.31181576210858,0.730362862606295,0.072704185861872,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
12.725,"Serravallian","Northern",0.0228970670762739,15.3160059588525,0.203955202976014,-0.543373357906103,0.58916749205865,0.916021470796907,0.00314097074041616,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
12.725,"Serravallian","Southern",0.183301799248761,2.78487416193903,0.112597558213586,-0.30116639196205,0.667769990459573,0.245076692619233,0.569909200026715,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
14.9,"Langhian","Northern",-1.06324706212057,60.0732525051128,0.515221414993447,-7.60975584548893,5.48326172124779,0.287262239798437,0.809840182828533,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
14.9,"Langhian","Southern",NA,NA,NA,NA,NA,NA,NA,1,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
18.215,"Burdigalian","Northern",-0.124950736095107,12.870154640756,0.179213052244073,-0.695286652067873,0.445385179877658,0.535839284851073,0.139443009402537,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
18.215,"Burdigalian","Southern",-0.110024556598777,15.9830436166077,0.19859362348572,-0.742038099913812,0.521988986716256,0.618185473500532,0.092815987080624,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
21.745,"Aquitanian","Northern",-1.40471598830495,80.9534814647603,1.29100690479909,-17.8085140364974,14.9990820598875,0.47316246281854,0.542106377075835,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
21.745,"Aquitanian","Southern",NA,NA,NA,NA,NA,NA,NA,1,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
25.17,"Chattian","Northern",-0.452264093571036,48.1163765357234,0.355965466624195,-1.44058267099923,0.53605448385716,0.27276585927471,0.287526183892943,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
25.17,"Chattian","Southern",NA,NA,NA,NA,NA,NA,NA,1,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
30.6,"Rupelian","Northern",-0.0164248085964526,23.0670058536713,0.275656257996088,-0.781769276826832,0.748919659633927,0.955344733992367,0.000886787642825288,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
30.6,"Rupelian","Southern",NA,NA,NA,NA,NA,NA,NA,2,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
35.805,"Priabonian","Northern",0.124989798128528,13.4655230738228,0.203336457035481,-0.522117558293518,0.772097154550574,0.58223524864038,0.111860912653588,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
35.805,"Priabonian","Southern",0.18026002975769,1.8471351165306,0.156983728954045,-1.81440737058057,2.17492743009595,0.456130571880293,0.568691994100722,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
39.37,"Bartonian","Northern",0.137541428456154,15.302160995672,0.72703547544392,-2.99063974458733,3.26572260149964,0.867409780119364,0.0175801664079955,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
39.37,"Bartonian","Southern",-0.385913922604992,43.9995820897159,0.447171435335243,-6.0677657321437,5.29593788693371,0.546727128656619,0.426864532409076,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
44.55,"Lutetian","Northern",0.15536072110035,5.5500730321702,0.2270955984613,-0.475157741659491,0.785879183860191,0.531476745729236,0.104748991534306,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
44.55,"Lutetian","Southern",0.0931280837012219,4.98113366515296,0.133903936812805,-0.483014055550592,0.669270222953036,0.558695970387016,0.194749246552658,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
52.035,"Ypresian","Northern",0.254678289970951,14.4620763146337,0.0780021214325074,-0.0809377507368759,0.590294330678778,0.0823800629743757,0.842026348826911,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
52.035,"Ypresian","Southern",0.190723803296603,6.39222345840203,0.134001092276466,-1.51192151003921,1.89336911663242,0.389906503509059,0.669507134275483,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
57.62,"Thanetian","Northern",0.533414128713904,-0.0485185342969488,0.160790610776281,-1.50962429146411,2.57645254889191,0.186385955178794,0.916704471167122,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
57.62,"Thanetian","Southern",NA,NA,NA,NA,NA,NA,NA,2,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
60.45,"Selandian","Northern",NA,NA,NA,NA,NA,NA,NA,2,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
63.83,"Danian","Northern",NA,NA,NA,NA,NA,NA,NA,2,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
63.83,"Danian","Southern",0.302121039526677,13.1944781157224,0.311240196557322,-0.688384174062948,1.2926262531163,0.403295762874093,0.23901511031339,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
69.1,"Maastrichtian","Northern",0.0213879069003537,17.9694161889936,0.29022824333275,-0.784414878691013,0.827190692491721,0.944792391239123,0.00135583861756461,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
69.1,"Maastrichtian","Southern",-0.188580896028473,25.1571882071801,0.0595013436947563,-0.444594514900478,0.0674327228435308,0.0867895005354169,0.833953416332353,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
77.9,"Campanian","Northern",-0.175363402968822,19.701619357908,0.20168728983774,-0.735337091619423,0.384610285681779,0.433646715437738,0.158956821464272,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
77.9,"Campanian","Southern",0.261065358752884,2.65534856826023,0.168980137767632,-0.465997492286458,0.988128209792225,0.262373283342766,0.544093173126531,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
84.65,"Santonian","Northern",-0.0960168475585802,9.16968298968602,0.0527226196239523,-0.322863970803121,0.130830275685961,0.210174725533246,0.623823964186482,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
84.65,"Santonian","Southern",NA,NA,NA,NA,NA,NA,NA,2,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
87.75,"Coniacian","Northern",-0.294270333022496,25.5100807877475,0.162878176177367,-0.812621383009505,0.224080716964513,0.168547637088383,0.521082574739496,5,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
87.75,"Coniacian","Southern",-0.360961228913671,35.8952013555138,0.309402268581029,-1.69221174441451,0.970289286587169,0.363644844450733,0.404947883994132,4,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
91.85,"Turonian","Northern",-0.0965441443994779,13.4575741632107,0.111981439347177,-0.407454463547952,0.214366174748996,0.437228589580823,0.156703924555014,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
91.85,"Turonian","Southern",-0.305374046431698,26.8030614406693,0.016417197626493,-0.513974320668159,-0.0967737721952372,0.0341923651960986,0.997118090092228,3,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
97.2,"Cenomanian","Northern",-0.0778633271509754,14.1026196286062,0.118313223365934,-0.406353497045495,0.250626842743544,0.546415926209361,0.0976991361202989,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
97.2,"Cenomanian","Southern",-0.0731790418055794,13.2606408305611,0.141576840052544,-0.466259366378837,0.319901282767678,0.632501141927168,0.0626107606598556,6,"percentile_latbin_OLS","q50","q50","collection5","collection",NA,5,NA,NA,NA,NA,NA,NA
